Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Brad Miller,27:00,2,4,.500,0,0,,2,2,1.000,2,1,3,0,1,0,0,1,6,home,/boxscores/200004190CHH.html
Baron Davis,24:00,1,1,1.000,0,0,,5,6,.833,0,0,0,7,1,1,1,1,7,home,/boxscores/200004190CHH.html
Eddie Robinson,23:00,6,7,.857,0,0,,1,1,1.000,1,3,4,1,0,0,1,1,13,home,/boxscores/200004190CHH.html
Team Totals,240,31,63,.492,0,7,.000,21,23,.913,7,25,32,26,6,2,8,11,83,home,/boxscores/200004190CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Allen Iverson,45:00,13,25,.520,3,3,1.000,11,16,.688,3,2,5,3,3,0,4,1,40,away,/boxscores/200004220CHH.html
Eric Snow,40:00,4,9,.444,0,0,,2,2,1.000,0,4,4,9,2,1,1,2,10,away,/boxscores/200004220CHH.html
Theo Ratliff,38:00,4,10,.400,0,0,,1,3,.333,3,5,8,1,1,4,2,6,9,away,/boxscores/200004220CHH.html
Tyrone Hill,33:00,4,9,.444,0,0,,2,2,1.000,4,0,4,0,0,0,0,5,10,away,/boxscores/200004220CHH.html
George Lynch,31:00,5,11,.455,0,1,.000,0,0,,1,5,6,0,0,0,0,4,10,away,/boxscores/200004220CHH.html
Toni Kukoc,20:00,0,5,.000,0,1,.000,2,2,1.000,1,1,2,1,1,0,2,2,2,away,/boxscores/200004220CHH.html
Matt Geiger,19:00,1,6,.167,0,0,,4,6,.667,2,5,7,0,1,1,1,4,6,away,/boxscores/200004220CHH.html
Aaron McKie,11:00,2,3,.667,1,1,1.000,0,0,,0,0,0,0,0,0,0,2,5,away,/boxscores/200004220CHH.html
Todd MacCulloch,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,away,/boxscores/200004220CHH.html
Ira Bowman,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/200004220CHH.html
Kevin Ollie,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/200004220CHH.html
Team Totals,240,33,78,.423,4,6,.667,22,31,.710,14,22,36,14,8,6,10,27,92,away,/boxscores/200004220CHH.html
Anthony Mason,45:00,4,7,.571,0,0,,6,10,.600,6,9,15,3,1,0,4,4,14,home,/boxscores/200004220CHH.html
Derrick Coleman,41:00,6,18,.333,2,7,.286,9,11,.818,5,11,16,1,0,2,2,1,23,home,/boxscores/200004220CHH.html
David Wesley,37:00,5,11,.455,0,1,.000,4,4,1.000,2,1,3,4,2,0,1,4,14,home,/boxscores/200004220CHH.html
Eddie Jones,33:00,4,12,.333,2,8,.250,4,4,1.000,1,3,4,1,2,2,2,5,14,home,/boxscores/200004220CHH.html
Elden Campbell,25:00,1,4,.250,0,0,,0,0,,0,4,4,1,1,1,4,2,2,home,/boxscores/200004220CHH.html
Brad Miller,27:00,3,8,.375,0,0,,7,8,.875,3,3,6,2,0,2,5,3,13,home,/boxscores/200004220CHH.html
Eddie Robinson,17:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,0,1,0,home,/boxscores/200004220CHH.html
Baron Davis,15:00,1,4,.250,0,2,.000,0,2,.000,1,0,1,0,1,0,2,3,2,home,/boxscores/200004220CHH.html
Team Totals,240,24,65,.369,4,18,.222,30,39,.769,18,33,51,12,7,8,20,23,82,home,/boxscores/200004220CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Tyrone Hill,46:00,4,12,.333,0,0,,2,2,1.000,5,8,13,0,1,0,0,4,10,away,/boxscores/200004240CHH.html
Allen Iverson,45:00,5,21,.238,0,2,.000,3,4,.750,0,1,1,8,0,0,3,0,13,away,/boxscores/200004240CHH.html
Eric Snow,43:00,7,10,.700,3,3,1.000,2,2,1.000,0,4,4,13,2,0,5,5,19,away,/boxscores/200004240CHH.html
Theo Ratliff,38:00,6,8,.750,0,0,,3,4,.750,4,3,7,1,0,1,2,4,15,away,/boxscores/200004240CHH.html
George Lynch,23:00,1,3,.333,0,0,,0,0,,3,3,6,1,3,0,2,3,2,away,/boxscores/200004240CHH.html
Toni Kukoc,30:00,8,15,.533,3,6,.500,1,2,.500,1,5,6,2,2,0,1,4,20,away,/boxscores/200004240CHH.html
Aaron McKie,17:00,3,8,.375,2,4,.500,1,1,1.000,0,1,1,2,0,0,0,0,9,away,/boxscores/200004240CHH.html
Matt Geiger,13:00,2,6,.333,0,0,,2,2,1.000,1,1,2,0,1,0,1,2,6,away,/boxscores/200004240CHH.html
Todd MacCulloch,8:00,1,2,.500,0,0,,2,2,1.000,2,0,2,0,0,0,0,1,4,away,/boxscores/200004240CHH.html
Ira Bowman,1:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/200004240CHH.html
Kevin Ollie,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,away,/boxscores/200004240CHH.html
Team Totals,265,37,86,.430,8,15,.533,16,19,.842,16,26,42,27,9,1,14,23,98,away,/boxscores/200004240CHH.html
Eddie Jones,50:00,7,18,.389,3,6,.500,2,2,1.000,3,5,8,8,2,1,1,2,19,home,/boxscores/200004240CHH.html
Elden Campbell,45:00,10,16,.625,0,0,,0,0,,4,10,14,1,0,1,1,5,20,home,/boxscores/200004240CHH.html
Derrick Coleman,44:00,10,15,.667,1,3,.333,8,9,.889,0,6,6,7,1,4,2,1,29,home,/boxscores/200004240CHH.html
David Wesley,44:00,4,12,.333,2,4,.500,1,1,1.000,0,4,4,7,4,0,3,4,11,home,/boxscores/200004240CHH.html
Anthony Mason,43:00,6,9,.667,0,0,,2,2,1.000,2,3,5,6,1,0,3,2,14,home,/boxscores/200004240CHH.html
Brad Miller,17:00,3,4,.750,0,0,,1,2,.500,1,1,2,1,0,1,2,2,7,home,/boxscores/200004240CHH.html
Baron Davis,12:00,2,4,.500,0,1,.000,0,0,,1,1,2,3,1,0,0,0,4,home,/boxscores/200004240CHH.html
Eddie Robinson,10:00,2,5,.400,0,0,,0,0,,0,0,0,3,0,0,0,1,4,home,/boxscores/200004240CHH.html
Team Totals,265,44,83,.530,6,14,.429,14,16,.875,11,30,41,36,9,7,12,17,108,home,/boxscores/200004240CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Anthony Mason,45:00,0,7,.000,0,0,,1,2,.500,2,7,9,7,1,0,4,5,1,away,/boxscores/200004280PHI.html
Eddie Jones,42:00,5,18,.278,2,8,.250,6,7,.857,0,4,4,2,5,0,2,3,18,away,/boxscores/200004280PHI.html
Derrick Coleman,40:00,3,8,.375,1,2,.500,4,4,1.000,2,15,17,3,0,1,6,3,11,away,/boxscores/200004280PHI.html
David Wesley,36:00,5,14,.357,0,3,.000,4,4,1.000,0,2,2,3,1,0,1,4,14,away,/boxscores/200004280PHI.html
Elden Campbell,35:00,4,8,.500,0,0,,6,6,1.000,1,3,4,0,1,1,1,4,14,away,/boxscores/200004280PHI.html
Baron Davis,17:00,5,10,.500,1,2,.500,0,0,,1,0,1,0,1,0,0,0,11,away,/boxscores/200004280PHI.html
Eddie Robinson,14:00,2,4,.500,0,0,,0,0,,1,0,1,1,2,0,1,0,4,away,/boxscores/200004280PHI.html
Brad Miller,11:00,1,2,.500,0,0,,1,2,.500,2,0,2,0,0,0,2,4,3,away,/boxscores/200004280PHI.html
Team Totals,240,25,71,.352,4,15,.267,22,25,.880,9,31,40,16,11,2,17,23,76,away,/boxscores/200004280PHI.html
Allen Iverson,43:00,9,27,.333,2,7,.286,4,7,.571,2,4,6,3,0,1,5,5,24,home,/boxscores/200004280PHI.html
Theo Ratliff,41:00,3,9,.333,0,0,,4,4,1.000,5,6,11,0,0,6,2,2,10,home,/boxscores/200004280PHI.html
Aaron McKie,38:00,5,12,.417,0,4,.000,2,2,1.000,0,3,3,5,0,0,1,3,12,home,/boxscores/200004280PHI.html
Tyrone Hill,38:00,2,6,.333,0,0,,3,4,.750,3,7,10,1,2,0,1,5,7,home,/boxscores/200004280PHI.html
George Lynch,25:00,0,6,.000,0,1,.000,0,0,,2,6,8,1,1,1,0,0,0,home,/boxscores/200004280PHI.html
Toni Kukoc,26:00,4,12,.333,3,8,.375,1,2,.500,0,4,4,1,2,0,4,5,12,home,/boxscores/200004280PHI.html
Kevin Ollie,15:00,1,3,.333,0,0,,6,6,1.000,0,4,4,4,2,0,2,0,8,home,/boxscores/200004280PHI.html
Matt Geiger,13:00,3,3,1.000,0,0,,2,3,.667,1,1,2,0,0,0,0,4,8,home,/boxscores/200004280PHI.html
Ira Bowman,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,home,/boxscores/200004280PHI.html
Team Totals,240,27,78,.346,5,20,.250,22,28,.786,13,35,48,15,7,8,15,24,81,home,/boxscores/200004280PHI.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,away,game_id
Anthony Mason,46:00,8,15,.533,0,1,.000,5,6,.833,6,4,10,6,1,0,2,2,21,away,/boxscores/200005010PHI.html
Eddie Jones,46:00,6,10,.600,2,4,.500,3,3,1.000,0,4,4,8,1,0,0,2,17,away,/boxscores/200005010PHI.html
Elden Campbell,45:00,7,19,.368,0,1,.000,7,8,.875,4,7,11,2,0,1,2,5,21,away,/boxscores/200005010PHI.html
Derrick Coleman,44:00,8,16,.500,1,4,.250,1,4,.250,3,8,11,3,2,5,3,6,18,away,/boxscores/200005010PHI.html
David Wesley,35:00,2,11,.182,1,2,.500,0,0,,1,2,3,5,1,0,1,5,5,away,/boxscores/200005010PHI.html
Baron Davis,13:00,2,5,.400,0,1,.000,2,2,1.000,0,2,2,3,1,0,1,3,6,away,/boxscores/200005010PHI.html
Brad Miller,7:00,2,3,.667,0,0,,3,3,1.000,2,1,3,0,0,0,0,2,7,away,/boxscores/200005010PHI.html
Eddie Robinson,4:00,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,away,/boxscores/200005010PHI.html
Team Totals,240,36,81,.444,4,13,.308,23,28,.821,16,28,44,27,6,6,9,25,99,away,/boxscores/200005010PHI.html
Allen Iverson,44:00,10,23,.435,2,5,.400,4,8,.500,1,2,3,7,2,0,2,2,26,home,/boxscores/200005010PHI.html
Theo Ratliff,44:00,3,6,.500,0,0,,4,4,1.000,0,6,6,2,0,4,1,2,10,home,/boxscores/200005010PHI.html
Aaron McKie,36:00,9,15,.600,4,7,.571,3,3,1.000,0,2,2,11,0,0,0,3,25,home,/boxscores/200005010PHI.html
George Lynch,33:00,4,8,.500,0,2,.000,0,1,.000,1,7,8,0,0,2,1,4,8,home,/boxscores/200005010PHI.html
Tyrone Hill,26:00,3,7,.429,0,0,,4,4,1.000,1,5,6,1,0,1,1,5,10,home,/boxscores/200005010PHI.html
Matt Geiger,25:00,7,10,.700,0,0,,3,3,1.000,5,5,10,2,2,1,0,4,17,home,/boxscores/200005010PHI.html
Kevin Ollie,16:00,3,4,.750,0,0,,0,0,,0,0,0,4,0,0,1,1,6,home,/boxscores/200005010PHI.html
Toni Kukoc,15:00,1,5,.200,1,5,.200,0,0,,1,0,1,2,0,1,2,2,3,home,/boxscores/200005010PHI.html
Jumaine Jones,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,home,/boxscores/200005010PHI.html
Team Totals,240,40,78,.513,7,19,.368,18,23,.783,9,27,36,29,4,9,8,23,105,home,/boxscores/200005010PHI.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
P.J. Brown,38:00,5,7,.714,0,0,,4,4,1.000,1,15,16,1,1,2,1,2,14,,away,/boxscores/200010310ATL.html
Baron Davis,36:00,7,11,.636,2,2,1.000,4,7,.571,1,5,6,3,2,0,5,3,20,,away,/boxscores/200010310ATL.html
David Wesley,34:00,7,10,.700,1,2,.500,3,4,.750,0,1,1,6,1,0,1,1,18,,away,/boxscores/200010310ATL.html
Jamal Mashburn,31:00,8,16,.500,2,5,.400,5,8,.625,1,5,6,3,1,0,3,4,23,,away,/boxscores/200010310ATL.html
Elden Campbell,31:00,3,7,.429,0,0,,7,9,.778,1,5,6,0,1,4,4,5,13,,away,/boxscores/200010310ATL.html
Eldridge Recasner,21:00,1,4,.250,0,0,,2,2,1.000,0,2,2,1,0,0,1,1,4,,away,/boxscores/200010310ATL.html
Eddie Robinson,20:00,3,5,.600,0,0,,4,4,1.000,1,2,3,1,1,0,2,1,10,,away,/boxscores/200010310ATL.html
Otis Thorpe,15:00,0,1,.000,0,0,,0,0,,1,0,1,1,0,0,0,4,0,,away,/boxscores/200010310ATL.html
Hersey Hawkins,6:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,,away,/boxscores/200010310ATL.html
Jamaal Magloire,4:00,1,1,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,2,4,,away,/boxscores/200010310ATL.html
Tim James,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,away,/boxscores/200010310ATL.html
Team Totals,240,35,62,.565,5,9,.556,31,40,.775,7,37,44,16,7,6,17,23,106,,away,/boxscores/200010310ATL.html
Alan Henderson,36:00,9,11,.818,0,0,,5,9,.556,1,1,2,2,3,1,4,4,23,,home,/boxscores/200010310ATL.html
Jim Jackson,36:00,4,20,.200,0,1,.000,2,2,1.000,3,4,7,2,2,1,0,4,10,,home,/boxscores/200010310ATL.html
Hanno Mottola,31:00,3,10,.300,0,0,,4,4,1.000,2,3,5,2,0,0,1,4,10,,home,/boxscores/200010310ATL.html
Roshown McLeod,27:00,2,10,.200,0,5,.000,1,2,.500,2,4,6,1,0,0,0,3,5,,home,/boxscores/200010310ATL.html
Jason Terry,25:00,2,7,.286,0,2,.000,0,0,,0,1,1,2,1,0,3,3,4,,home,/boxscores/200010310ATL.html
Larry Robinson,29:00,8,10,.800,5,6,.833,0,0,,3,3,6,0,2,0,0,1,21,,home,/boxscores/200010310ATL.html
Chris Crawford,21:00,1,8,.125,0,0,,4,4,1.000,0,1,1,3,0,0,1,4,6,,home,/boxscores/200010310ATL.html
Anthony Johnson,17:00,0,1,.000,0,0,,0,0,,0,1,1,2,0,0,1,4,0,,home,/boxscores/200010310ATL.html
Matt Maloney,9:00,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,,home,/boxscores/200010310ATL.html
DerMarr Johnson,6:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,1,3,0,,home,/boxscores/200010310ATL.html
Anthony Miller,3:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,,home,/boxscores/200010310ATL.html
Team Totals,240,30,81,.370,6,15,.400,16,21,.762,11,18,29,14,9,2,13,31,82,,home,/boxscores/200010310ATL.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Rod Strickland,32:00,6,10,.600,0,0,,6,6,1.000,0,3,3,6,0,0,1,1,18,,away,/boxscores/200011010CHH.html
Felipe Lopez,32:00,2,8,.250,0,0,,8,10,.800,0,5,5,5,2,0,0,2,12,,away,/boxscores/200011010CHH.html
Juwan Howard,29:00,6,10,.600,0,0,,1,1,1.000,1,3,4,2,0,2,2,1,13,,away,/boxscores/200011010CHH.html
Mitch Richmond,28:00,3,8,.375,1,2,.500,3,3,1.000,0,1,1,3,0,0,3,1,10,,away,/boxscores/200011010CHH.html
Jahidi White,21:00,2,5,.400,0,1,.000,2,2,1.000,1,5,6,1,1,0,4,3,6,,away,/boxscores/200011010CHH.html
Richard Hamilton,23:00,9,14,.643,3,4,.750,2,2,1.000,0,1,1,1,1,0,3,4,23,,away,/boxscores/200011010CHH.html
Michael Smith,21:00,1,2,.500,0,0,,1,2,.500,2,5,7,1,0,1,1,2,3,,away,/boxscores/200011010CHH.html
Gerard King,19:00,1,1,1.000,0,0,,2,2,1.000,0,3,3,1,0,0,0,3,4,,away,/boxscores/200011010CHH.html
Chris Whitney,16:00,1,2,.500,0,1,.000,0,0,,0,2,2,3,1,0,1,4,2,,away,/boxscores/200011010CHH.html
Cherokee Parks,13:00,1,4,.250,0,0,,0,0,,0,4,4,1,0,2,2,3,2,,away,/boxscores/200011010CHH.html
Obinna Ekezie,6:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,4,2,,away,/boxscores/200011010CHH.html
Team Totals,240,33,65,.508,4,8,.500,25,28,.893,4,32,36,24,5,5,18,28,95,,away,/boxscores/200011010CHH.html
Baron Davis,39:00,2,10,.200,0,1,.000,2,2,1.000,3,1,4,6,4,1,2,5,6,,home,/boxscores/200011010CHH.html
P.J. Brown,37:00,4,6,.667,0,0,,4,4,1.000,3,7,10,2,2,3,1,3,12,,home,/boxscores/200011010CHH.html
David Wesley,36:00,3,13,.231,0,5,.000,6,8,.750,0,0,0,4,0,0,4,4,12,,home,/boxscores/200011010CHH.html
Jamal Mashburn,35:00,5,21,.238,0,2,.000,3,4,.750,2,1,3,1,1,0,3,3,13,,home,/boxscores/200011010CHH.html
Elden Campbell,29:00,4,7,.571,0,0,,5,10,.500,1,7,8,2,1,1,4,4,13,,home,/boxscores/200011010CHH.html
Eddie Robinson,19:00,1,5,.200,0,1,.000,0,0,,0,2,2,1,0,0,0,1,2,,home,/boxscores/200011010CHH.html
Eldridge Recasner,15:00,2,4,.500,0,0,,0,0,,0,1,1,4,1,0,1,0,4,,home,/boxscores/200011010CHH.html
Otis Thorpe,12:00,1,2,.500,0,0,,0,0,,0,2,2,1,0,0,0,3,2,,home,/boxscores/200011010CHH.html
Jamaal Magloire,7:00,3,4,.750,0,0,,1,2,.500,2,1,3,0,0,0,0,1,7,,home,/boxscores/200011010CHH.html
Hersey Hawkins,7:00,1,1,1.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,,home,/boxscores/200011010CHH.html
Tim James,4:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,1,1,2,,home,/boxscores/200011010CHH.html
Team Totals,240,27,74,.365,0,9,.000,23,32,.719,11,22,33,21,9,6,16,25,77,,home,/boxscores/200011010CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
Brian Grant,41:00,10,17,.588,0,0,,13,15,.867,6,10,16,1,2,2,0,3,33,,away,/boxscores/200011030CHH.html
Tim Hardaway,38:00,5,13,.385,2,7,.286,3,4,.750,1,4,5,5,1,1,4,3,15,,away,/boxscores/200011030CHH.html
Anthony Mason,32:00,0,7,.000,0,0,,3,4,.750,3,2,5,2,1,0,1,4,3,,away,/boxscores/200011030CHH.html
Eddie Jones,31:00,4,13,.308,1,3,.333,2,2,1.000,2,1,3,3,2,0,3,5,11,,away,/boxscores/200011030CHH.html
Duane Causwell,10:00,1,5,.200,0,0,,0,0,,0,2,2,0,1,0,1,0,2,,away,/boxscores/200011030CHH.html
Bruce Bowen,33:00,3,5,.600,1,1,1.000,2,2,1.000,0,2,2,0,1,1,3,2,9,,away,/boxscores/200011030CHH.html
Anthony Carter,21:00,1,7,.143,0,0,,0,0,,2,1,3,1,1,0,1,4,2,,away,/boxscores/200011030CHH.html
Todd Fuller,15:00,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,,away,/boxscores/200011030CHH.html
Don MacLean,11:00,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,2,1,2,,away,/boxscores/200011030CHH.html
A.C. Green,7:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,3,1,0,,away,/boxscores/200011030CHH.html
Jamal Robinson,1:00,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,0,0,,away,/boxscores/200011030CHH.html
Team Totals,240,26,74,.351,4,11,.364,23,27,.852,15,26,41,12,10,4,18,24,79,,away,/boxscores/200011030CHH.html
David Wesley,45:00,2,13,.154,1,5,.200,2,4,.500,3,4,7,9,3,0,0,3,7,,home,/boxscores/200011030CHH.html
Baron Davis,42:00,7,14,.500,1,2,.500,6,7,.857,1,2,3,5,2,1,3,4,21,,home,/boxscores/200011030CHH.html
Jamal Mashburn,37:00,11,18,.611,1,3,.333,7,8,.875,2,7,9,3,1,0,4,4,30,,home,/boxscores/200011030CHH.html
Elden Campbell,35:00,8,11,.727,0,0,,1,2,.500,2,8,10,0,2,5,2,4,17,,home,/boxscores/200011030CHH.html
P.J. Brown,28:00,1,7,.143,0,0,,0,0,,1,4,5,1,2,2,4,6,2,,home,/boxscores/200011030CHH.html
Eddie Robinson,22:00,1,2,.500,0,0,,4,4,1.000,2,2,4,0,0,0,5,2,6,,home,/boxscores/200011030CHH.html
Jamaal Magloire,13:00,0,1,.000,0,0,,0,0,,1,2,3,0,0,2,0,2,0,,home,/boxscores/200011030CHH.html
Otis Thorpe,9:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,,home,/boxscores/200011030CHH.html
Eldridge Recasner,9:00,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,,home,/boxscores/200011030CHH.html
Team Totals,240,30,70,.429,3,11,.273,20,25,.800,12,29,41,18,10,10,19,27,83,,home,/boxscores/200011030CHH.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
David Wesley,40:00,11,18,.611,2,3,.667,6,8,.750,0,3,3,7,1,1,4,2,30,,away,/boxscores/200011040NJN.html
Baron Davis,37:00,7,13,.538,1,1,1.000,5,5,1.000,2,3,5,6,1,1,2,3,20,,away,/boxscores/200011040NJN.html
Jamal Mashburn,37:00,4,14,.286,1,4,.250,3,7,.429,1,6,7,6,0,0,7,2,12,,away,/boxscores/200011040NJN.html
P.J. Brown,36:00,3,8,.375,0,0,,6,6,1.000,3,6,9,0,0,2,0,3,12,,away,/boxscores/200011040NJN.html
Elden Campbell,24:00,2,7,.286,0,0,,0,2,.000,0,3,3,0,0,0,1,5,4,,away,/boxscores/200011040NJN.html
Jamaal Magloire,24:00,3,6,.500,0,0,,2,4,.500,5,5,10,1,1,4,0,1,8,,away,/boxscores/200011040NJN.html
Hersey Hawkins,17:00,1,3,.333,0,1,.000,2,2,1.000,1,3,4,3,0,0,0,0,4,,away,/boxscores/200011040NJN.html
Eddie Robinson,13:00,0,3,.000,0,0,,0,2,.000,1,1,2,1,0,0,0,0,0,,away,/boxscores/200011040NJN.html
Otis Thorpe,12:00,4,4,1.000,0,0,,0,0,,1,0,1,1,1,0,0,4,8,,away,/boxscores/200011040NJN.html
Team Totals,240,35,76,.461,4,9,.444,24,36,.667,14,30,44,25,4,8,14,20,98,,away,/boxscores/200011040NJN.html
Kendall Gill,41:00,7,17,.412,0,1,.000,2,4,.500,2,1,3,4,1,0,2,3,16,,home,/boxscores/200011040NJN.html
Kenyon Martin,39:00,4,14,.286,0,0,,0,0,,2,7,9,3,0,3,2,4,8,,home,/boxscores/200011040NJN.html
Stephon Marbury,38:00,12,22,.545,1,4,.250,8,8,1.000,0,6,6,6,1,1,3,4,33,,home,/boxscores/200011040NJN.html
Stephen Jackson,30:00,2,9,.222,0,2,.000,2,2,1.000,0,1,1,4,3,0,2,3,6,,home,/boxscores/200011040NJN.html
Evan Eschmeyer,27:00,1,3,.333,0,0,,0,0,,3,4,7,0,1,1,0,5,2,,home,/boxscores/200011040NJN.html
Aaron Williams,25:00,1,4,.250,0,0,,6,8,.750,0,4,4,0,1,0,0,4,8,,home,/boxscores/200011040NJN.html
Johnny Newman,23:00,4,8,.500,0,2,.000,3,4,.750,1,2,3,4,0,0,1,1,11,,home,/boxscores/200011040NJN.html
Sherman Douglas,10:00,1,2,.500,0,0,,1,1,1.000,0,0,0,0,0,0,2,1,3,,home,/boxscores/200011040NJN.html
Jim McIlvaine,5:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,,home,/boxscores/200011040NJN.html
Kevin Ollie,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,home,/boxscores/200011040NJN.html
Team Totals,240,32,80,.400,1,9,.111,22,27,.815,8,25,33,21,7,5,12,28,87,,home,/boxscores/200011040NJN.html
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,away,game_id
David Wesley,42:00,10,17,.588,2,4,.500,8,11,.727,0,5,5,2,4,0,3,3,30,,away,/boxscores/200011080ORL.html
Baron Davis,40:00,3,9,.333,3,4,.750,4,8,.500,0,0,0,6,4,1,4,4,13,,away,/boxscores/200011080ORL.html
Jamal Mashburn,38:00,1,10,.100,0,5,.000,5,6,.833,0,4,4,4,4,0,3,2,7,,away,/boxscores/200011080ORL.html
P.J. Brown,35:00,4,7,.571,0,0,,11,12,.917,2,8,10,2,0,1,1,2,19,,away,/boxscores/200011080ORL.html
Elden Campbell,27:00,3,11,.273,0,0,,4,8,.500,5,6,11,1,0,2,2,5,10,,away,/boxscores/200011080ORL.html
Jamaal Magloire,21:00,5,8,.625,0,0,,0,2,.000,4,4,8,1,0,1,3,3,10,,away,/boxscores/200011080ORL.html
Derrick Coleman,13:00,2,5,.400,1,1,1.000,0,0,,0,3,3,1,0,0,0,1,5,,away,/boxscores/200011080ORL.html
Eddie Robinson,12:00,1,3,.333,0,0,,0,0,,1,1,2,1,1,0,1,0,2,,away,/boxscores/200011080ORL.html
Hersey Hawkins,11:00,0,2,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,1,0,,away,/boxscores/200011080ORL.html
Eldridge Recasner,1:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,,away,/boxscores/200011080ORL.html
Team Totals,240,29,73,.397,6,15,.400,32,47,.681,12,32,44,19,14,5,17,21,96,,away,/boxscores/200011080ORL.html
Darrell Armstrong,40:00,5,11,.455,4,9,.444,4,4,1.000,0,5,5,6,2,2,5,3,18,,home,/boxscores/200011080ORL.html
Tracy McGrady,39:00,5,16,.313,0,0,,4,8,.500,2,5,7,3,3,1,3,3,14,,home,/boxscores/200011080ORL.html
Mike Miller,27:00,4,11,.364,3,5,.600,0,1,.000,1,4,5,0,1,0,1,6,11,,home,/boxscores/200011080ORL.html
Don Reid,17:00,2,2,1.000,0,0,,2,2,1.000,0,0,0,2,1,0,1,1,6,,home,/boxscores/200011080ORL.html
John Amaechi,16:00,1,4,.250,0,0,,0,0,,0,0,0,1,0,0,3,2,2,,home,/boxscores/200011080ORL.html
Bo Outlaw,33:00,7,9,.778,0,0,,2,5,.400,6,10,16,3,3,1,2,5,16,,home,/boxscores/200011080ORL.html
Michael Doleac,22:00,2,6,.333,0,0,,2,2,1.000,2,4,6,2,0,0,0,4,6,,home,/boxscores/200011080ORL.html
Pat Garrity,16:00,2,14,.143,2,4,.500,4,5,.800,1,2,3,0,0,0,2,4,10,,home,/boxscores/200011080ORL.html
Elliot Perry,15:00,0,3,.000,0,1,.000,0,0,,1,2,3,2,0,0,1,0,0,,home,/boxscores/200011080ORL.html
Monty Williams,12:00,2,5,.400,0,0,,1,2,.500,0,0,0,0,0,0,0,0,5,,home,/boxscores/200011080ORL.html
